company_id,company_name,company_location,company_tel
400,(주)텐핑거스,서울특별시 구로구 디지털로,070-4410-8836
401,(주)텔로스,전라북도 전주시 완산구 전주객사5길,063-714-4660
402,(주)텔루스,서울특별시 영등포구 당산로41길,0264868800
403,(주)토마토시스템,서울특별시 강남구 논현로128길,0234452194
404,(주)토이스미스, 논현로67길,070-7563-8336
405,(주)투게더앱스,서울특별시 강남구 논현로111길,02-1544-2499
406,(주)투믹스,서울특별시 강남구 테헤란로98길,02-3453-6005
407,(주)투비원솔루션즈,서울특별시 송파구 법원로11길,02-2008-1761
408,(주)튠잇,경기도 성남시 분당구 느티로51번길,070-8890-9778
409,(주)트루데이타,서울특별시 마포구 만리재로,027027701
410,(주)트리거파트너스,서울특별시 강남구 논현로114길,02-785-2016
411,(주)트리니티소프트,경기도 안양시 동안구 학의로,070-7596-7620
412,(주)트리플, 판교역로14번길,031-705-8777
413,(주)티라유텍,서울특별시 강남구 학동로5길,02-3461-6531
414,(주)티앤엠테크,서울특별시 강남구 봉은사로,025140100
415,(주)티엔씨테크날로지,서울특별시 강남구 도곡로,023-446-4191
416,(주)티지360테크놀로지스,서울특별시 강남구 테헤란로,02-6077-9900
417,(주)티켓플레이스,서울특별시 관악구 남부순환로,028779771
418,(주)팀엘리시움,서울특별시 서초구 서초대로24길,070-8624-0516
419,(주)팀오투,서울특별시 강남구 봉은사로,02-6249-0202
420,(주)파로스정보통신,충청남도 홍성군 홍성읍 조양로,0416359984
421,(주)파루씨앤씨,서울특별시 구로구 디지털로31길,0263418600
422,(주)파운트,서울특별시 서대문구 충정로,0220380263
423,(주)파이낸셜데이타시스템,서울특별시 영등포구 국제금융로8길,02-786-1599
424,(주)파이랩테크놀로지,서울특별시 강남구 압구정로36길,025523720
425,(주)퍼스트코,경기도 고양시 덕양구 통일로,010-3729-9912
426,(주)퍼플랩스, 선릉로93길,070-4754-2278
427,(주)펀앤뉴,경기도 용인시 기흥구 동백3로11번길,070-4225-0612
428,(주)펍지랩스,서울특별시 서초구 서초대로38길,02-6377-3200
429,(주)페스카로,경기도 성남시 수정구 창업로,070-4236-6788
430,(주)펜타코드,인천광역시 남동구 선수촌공원로,032-247-3377
431,(주)포그리트,경기도 성남시 분당구 대왕판교로,031-625-4397
432,(주)포도,경기도 성남시 수정구 창업로,031-759-1488
433,(주)포비즈코리아,서울특별시 서초구 바우뫼로37길,0220582214
434,(주)포스윈,서울특별시 구로구 디지털로31길,070-4633-2500
435,(주)포시에스,서울특별시 강남구 논현로,02-6188-8200
436,(주)포티투마루,서울특별시 관악구 남부순환로,02-6952-9201
437,(주)폴리큐브,서울특별시 강남구 역삼로,02-554-6295
438,(주)푸드테크,서울특별시 강남구 삼성로85길,02-2141-7961
439,(주)퓨처로봇,경기도 성남시 분당구 황새울로,031-252-6860
440,(주)퓨쳐위즈,서울특별시 강남구 테헤란로4길,010-2319-5598
441,(주)프라이머리넷,경기도 부천시 부일로233번길,032-329-0213
442,(주)프람트테크놀로지,서울특별시 강남구 강남대로,025536441
443,(주)프리윌린,서울특별시 관악구 관악로,02-1670-1930
444,(주)플라이셔,서울특별시 강남구 테헤란로,02-6457-8523
445,(주)플레이오토,서울특별시 구로구 디지털로26길,070-7011-6093
446,(주)플리토,서울특별시 강남구 테헤란로,07042353201
447,(주)피씨엔,서울특별시 강남구 학동로,02-565-7740
448,(주)피알앤디컴퍼니,서울특별시 강남구 강남대로,02-1599-4783
449,(주)피엔아이컴퍼니,제주특별자치도 제주시 첨단로,070-8610-5336
450,(주)피엘지,부산광역시 북구 만덕3로16번길,051-1644-9051
451,(주)피타소프트,경기도 성남시 분당구 대왕판교로,031-8039-7789
452,(주)피트,경기도 성남시 분당구 성남대로,031-709-9177
453,(주)피플펀드컴퍼니,서울특별시 강남구 선릉로,02-6212-2182
454,(주)핀그램,경기도 용인시 기흥구 흥덕1로,031-340-3578
455,(주)핀다,서울특별시 강남구 테헤란로79길,02-6959-1335
456,(주)핀업,경기도 성남시 분당구 판교로,031-702-8138
457,(주)필라넷,서울특별시 성동구 연무장5길,02-2008-3629
458,(주)필라웨어,서울특별시 성동구 성수이로7길,070-8891-7024
459,(주)핑거,서울특별시 영등포구 여의대로,02-799-2506
460,(주)하얀마인드,대전광역시 유성구 온천로,010-8539-6882
461,(주)하우스오브리벨스,서울특별시 용산구 한남대로20길,070-7750-5252
462,(주)하이컴텍,서울특별시 금천구 가산디지털1로,02-1566-8591
463,(주)하이퍼리즘,서울특별시 관악구 봉천로,02-6368-1838
464,(주)하이퍼커넥트,서울특별시 강남구 영동대로,070-4220-5658
465,(주)한국금융솔루션,서울특별시 마포구 마포대로,027678150
466,(주)한국기업보안,서울특별시 서초구 강남대로99길,02-514-7786
467,(주)한국해양기상기술,서울특별시 구로구 경인로53길,0236673255
468,(주)한길더블류아이티,경기도 성남시 중원구 둔촌대로,031-740-9393
469,(주)한류에이아이센터,서울특별시 성동구 왕십리로,023-3497-5923
470,(주)한신정보기술,충청북도 청주시 상당구 수암로,043-278-2700
471,(주)한컴위드,경기도 성남시 분당구 대왕판교로644번길,031-622-6116
472,(주)한컴인스페이스,대전광역시 유성구 유성대로1312번길,042-862-2781
473,(주)한터글로벌,서울특별시 강남구 봉은사로109길,02-449-2347
474,(주)핸디커뮤니케이션즈,서울특별시 금천구 가산디지털1로,023-289-9437
475,(주)헤렌,서울특별시 성동구 성수일로8길,02-469-9575
476,(주)헥슬란트,서울특별시 강남구 강남대로,070-7711-2733
477,(주)헬로월드,서울특별시 강남구 테헤란로34길,02-6925-7375
478,(주)훌리악,서울특별시 강서구 공항대로,070-7517-8517
479,(주)휴마트컴퍼니,서울특별시 마포구 백범로31길,02-6435-1242
480,(주)휴먼스케이프,서울특별시 강남구 역삼로17길,070-4900-1130
481,(주)휴먼플러스,서울특별시 영등포구 당산로41길,02-718-1500
482,(주)휴메카정보통신,서울특별시 중구 수표로2길,02-2266-2796
483,(주)휴비즈아이씨티, 지곡로,054-256-7000
484,(주)휴엔시스템,서울특별시 금천구 가산디지털1로,028610216
485,(주)히든트랙,서울특별시 강남구 역삼로,02-929-1365
486,(주)힉스,대전광역시 유성구 테크노3로,042-864-1006
487,㈜공간소프트,경기도 안성시 서운면 서운로,070-4257-3009
488,㈜니트로아이,경기도 수원시 팔달구 경수대로446번길,031-244-4848
489,㈜비손콘텐츠,경기도 안양시 동안구 시민대로327번길,070-8834-0708
490,㈜에이씨케이,경기도 하남시 조정대로,031-790-1561
491,㈜클로닉스,경기도 성남시 분당구 수내로46번길,070-7090-8289
492,㈜피앤피시큐어,경기도 성남시 분당구 대왕판교로645번길,031-8038-4053
493,가즈아랩스,서울특별시 성동구 연무장5길,010-4749-7401
494,경성테크놀러지,부산광역시 해운대구 센텀북대로,052-783-3731
495,공간정보기술㈜,경기도 성남시 분당구 판교로228번길,031-622-3800
496,구루멘토링(주),서울특별시 구로구 디지털로,0222247321
497,구우정보기술주식회사,서울특별시 강남구 논현로80길,02-574-6421
498,굿모니터링(주),서울특별시 서대문구 간호대로3길,07049481274
499,그린캣소프트(주),경기도 성남시 수정구 창업로,070-4401-7711
500,기분좋은커뮤니케이션,서울특별시 구로구 디지털로,0231411347
501,나루스튜디오,대구광역시 동구 동대구로,053-213-0111
502,나인원소프트(주),서울특별시 성동구 상원1길,02-3463-9101
503,나인파이브,서울특별시 마포구 토정로,02-456-7838
504,네오그라프,서울특별시 금천구 가산디지털2로,02-541-5331
505,네오카텍,경기도 안양시 만안구 안양로,070-4727-3436
506,뉴젠스,경기도 안양시 동안구 시민대로327번길,031-341-4500
507,니트로소프트(주),서울특별시 강남구 도산대로4길,02-546-4454
508,다손테크(주)(지점),서울특별시 금천구 서부샛길,031-932-3082
509,다운정보통신(주),부산광역시 해운대구 센텀중앙로,051-742-2600
510,다인리더스,서울특별시 성동구 성수일로8길,025142060
511,다한정보기술,서울특별시 금천구 서부샛길,028618088
512,단비코리아,서울특별시 성동구 성수일로,02-1544-3829
513,당근마켓,서울특별시 강남구 테헤란로4길,010-4713-6223
514,데브시스터즈(주),서울특별시 강남구 도산대로,02-2148-0592
515,데이블,서울특별시 강남구 테헤란로,07082653336
516,데일리펀딩,서울특별시 강남구 강남대로,025629666
517,두나무(주),서울특별시 강남구 테헤란로4길,070-8230-3391
518,듀코젠,서울특별시 마포구 월드컵북로,07050965150
519,드림에이지이(주),서울특별시 금천구 디지털로,0215441351
520,드제이,서울특별시 마포구 양화로12길,02-2266-4433
521,디노플러스(주),서울특별시 강남구 선릉로112길,025496669
522,디딤365주식회사, 디지털로9길,070-7784-3277
523,디비비전(주),서울특별시 금천구 디지털로9길,02-3272-9737
524,디스이즈엔지니어링주식회사,경기도 성남시 수정구 창업로,031-721-2300
525,디앤에스에버 주식회사,서울특별시 강남구 테헤란로2길,070-4639-3060
526,디어코퍼레이션,서울특별시 성동구 광나루로4길,0215772956
527,디지탈센스, 서초대로22길,02-3473-7760
528,디지털원(주),서울특별시 금천구 가산디지털2로,0220258520
529,디토닉(주),경기도 안양시 동안구 시민대로248번길,031-689-4770
530,라온스토리,서울특별시 금천구 가산디지털1로,070-7010-7108
531,라온화이트햇,서울특별시 강남구 테헤란로,025614545
532,라임프렌즈,서울특별시 서대문구 수색로,05059010608
533,람다256주식회사,서울특별시 강남구 테헤란로4길,025682560
534,레드테이블,서울특별시 중구 청계천로,0269647955
535,로데브(주),경기도 안양시 동안구 벌말로,070-5101-4010
536,로완, 통일로,02-6731-0810
537,루센트블록,대전광역시 유성구 가정로,01098600423
538,리디(주),서울특별시 강남구 테헤란로,026-196-0313
539,리얼리티리플렉션(주), 테헤란로2길,070-7725-0558
540,리호즈(주),서울특별시 강남구 테헤란로44길,0215226796
541,린아레나,서울특별시 금천구 가산디지털2로,0264551987
542,마이뮤직테이스트,서울특별시 강남구 학동로50길,070-8808-1492
543,마크애니,서울특별시 중구 퇴계로,02-2262-5200
544,마피아컴퍼니,서울특별시 성동구 왕십리로,02-2299-8879
545,망고슬래브(주), 대왕판교로,031-754-0623
546,매드오카,서울특별시 구로구 디지털로,02-2082-1640
547,매스프레소,서울특별시 강남구 선릉로,02-539-9237
548,메가존(주),서울특별시 강남구 논현로85길,02-2108-9279
549,메가존클라우드(주),서울특별시 강남구 논현로85길,02-2108-9105
550,메디컬아이피(주),서울특별시 종로구 대학로,0221359148
551,메리티움(주),서울특별시 금천구 가산디지털1로,022-135-3435
552,메이드인헤븐, 디지털로,02--830--7742
553,메타빌드(주),서울특별시 서초구 효령로,02-598-3327
554,메트로소프트,경기도 안양시 동안구 엘에스로91번길,031-465-9971
555,모디엠,서울특별시 성동구 성수일로4길,02-2115-8921
556,모바일엔트로피,서울특별시 마포구 독막로,02-717-5196
557,모비어스앤밸류체인(주),서울특별시 강남구 테헤란로,02-598-5836
558,몬드리안에이아이,인천광역시 연수구 송도문화로,032-713-7984
559,무브 주식회사,서울특별시 강남구 선릉로,070-4353-3541
560,미디어코어시스템즈,경기도 수원시 팔달구 권선로,031-225-0272
561,미림미디어랩(주),서울특별시 마포구 매봉산로,02-6275-2020
562,버바검프(주),서울특별시 강남구 강남대로,01062904330
563,버즈빌,서울특별시 송파구 석촌호수로,070-4632-0703
564,번개장터(주),서울특별시 서초구 서초대로38길,02--598--8240
565,브이씨엔씨(주),서울특별시 성동구 연무장7길,070-8230-8284
566,브이엠솔루션(주),서울특별시 강남구 봉은사로,025790587
567,블록웨어,서울특별시 송파구 법원로,07041850512
568,블루가(주),경기도 성남시 분당구 성남대로,070-8228-8721
569,비디에스인포컴(주),서울특별시 금천구 가산디지털1로,022126811
570,비브로스, 여의대로,070-4203-5835
571,비브이에스(주), 논현로140길,022-039-1240
572,비에스지파트너스,서울특별시 강남구 논현로85길,02-6730-3112
573,비주얼캠프,서울특별시 서초구 매헌로16길,070-7945-7799
574,비트루브,서울특별시 강남구 역삼로,028830624
575,비트바이트,서울특별시 강남구 선릉로93길,010-9298-1869
576,비트파인더코리아, 삼일대로,02-6952-4827
577,빅펄주식회사,서울특별시 강남구 삼성동 ,026-080-6111
578,사이클롭스주식회사,서울특별시 강남구 강남대로124길,02-3443-3336
579,삼부기술(주),경기도 안양시 동안구 학의로,031-420-4680
580,삼정데이타서비스(주),서울특별시 구로구 디지털로,02-2029-0130
581,서광항업(주),경상북도 상주시 상서문2길,054-536-8817
582,서울시스템(주),서울특별시 종로구 경희궁길,02-510-0600
583,성민네트웍스,서울특별시 구로구 디지털로,023624680
584,세기정보통신(주),서울특별시 구로구 디지털로,02-797-5511
585,셀렉트스타,서울특별시 강남구 테헤란로20길,01043550591
586,솔루션코리아(주),대구광역시 북구 유통단지로,070-7712-6680
587,솔트웨어(주),서울특별시 구로구 디지털로34길,02-2025-0066
588,쉐이커미디어 주식회사,서울특별시 강남구 영동대로106길,070-7730-7123
589,쉬프트정보통신(주),경기도 성남시 분당구 판교로,02-464-7676
590,슈가힐, 강남대로,02-1599-4385
591,슈어엠(주),서울특별시 광진구 광나루로56길,021-588-4640
592,스마일드래곤(주),경기도 고양시 일산동구 백마로,010-3763-2163
593,스마트쿱(주),서울특별시 성동구 왕십리로,025486969
594,스탠다드네트웍스주식회사,서울특별시 강남구 봉은사로18길,023-485-6793
595,스테이폴리오,서울특별시 종로구 자하문로9길,02-1670-4123
596,스트라티오코리아,서울특별시 서초구 명달로,0262057456
597,스트리스,서울특별시 마포구 동교로25길,070-8668-8640
598,스페이스워크(주),서울특별시 성동구 왕십리로,02-2138-8030
599,시큐놀로지랩 유한회사,경기도 성남시 분당구 대왕판교로,070-8865-5639
600,심심이(주),서울특별시 강남구 테헤란로78길,02-562-5332
601,써밋디자인,충청남도 아산시 배방읍 북수로,041-425-0011
602,쏘마,경기도 성남시 분당구 판교로255번길,070-4610-4662
603,씨아이그룹,서울특별시 서초구 효령로,070-5057-4135
604,씨아이씨소프트(주),경상남도 진주시 정촌면 ,055-757-9900
605,씨알에스큐브,서울특별시 마포구 월드컵북로,027227275
606,씨엔비스(주),경기도 의왕시 이미로,031-502-4900
607,씨엔티테크(주),서울특별시 서대문구 증가로29길,02-3152-6950
608,씨엠유니버스(주),서울특별시 금천구 가산디지털1로,02-6268-9630
609,씨유박스,서울특별시 금천구 디지털로9길,02-6277-7804
610,씨지에스아이티(주),서울특별시 금천구 가산디지털1로,0226328730
611,아날로그플러스,경기도 성남시 수정구 대왕판교로,070-8870-6552
612,아르고넷,대전광역시 유성구 유성대로1689번길,042-864-1436
613,아름누리메디컴,경기도 용인시 수지구 신수로,025221911
614,아미스테크놀로지(주),서울특별시 강서구 강서로,025733880
615,아와소프트,경기도 성남시 분당구 성남대로916번길,070-4355-5387
616,아이비에스,대전광역시 유성구 테크노2로,042-671-9100
617,아이알링크(주),서울특별시 성동구 성수일로4길,02-6905-2813
618,아이엠씨큐브,서울특별시 강남구 강남대로146길,02-3444-5595
619,아틀라스네트웍스,서울특별시 구로구 경인로53길,07087313441
620,알고케어(주),대전광역시 중구 중앙로,070-7770-0446
621,알투소프트,대전광역시 중구 중앙로,042-488-3009
622,애딧 주식회사,서울특별시 마포구 양화로,02-6925-6228
623,액션파워,서울특별시 관악구 남부순환로,010-8445-0485
624,앤시정보기술(주),부산광역시 해운대구 센텀서로,051-664-8000
625,양재미디어(주),서울특별시 영등포구 당산로41길,02-596-2668
626,어니언커뮤니케이션즈,경기도 부천시 조마루로385번길,032-324-9817
627,업라이즈(주),경기도 성남시 분당구 황새울로360번길,031-724-0828
628,에멘탈주식회사,서울특별시 강남구 영동대로,02-546-0321
629,에스엔비플러스,서울특별시 구로구 디지털로26길,02-6952-1465
630,에스엘지주식회사,서울특별시 강남구 영동대로,026-749-1994
631,에어포스,서울특별시 영등포구 경인로,02-3439-1016
632,에이비일팔공,서울특별시 서초구 방배천로2길,070-5102-1210
633,에이치아이티주식회사,경기도 수원시 영통구 청명남로,031-203-7188
634,에이플러스비,서울특별시 강남구 선릉로93길,07050905800
635,엑세스(주),서울특별시 구로구 디지털로31길,02-2088-3243
636,엔에스스튜디오,경기도 성남시 분당구 판교로255번길,031-697-8690
637,엘더트리주식회사,서울특별시 마포구 월드컵로10길,023227220
638,엘에스웨어(주),서울특별시 금천구 서부샛길,026-919-0325
639,엠비아이솔루션,서울특별시 마포구 삼개로,027126364
640,엠포플러스(주),서울특별시 성동구 아차산로17길,02-1599-2320
641,오드원게임즈,서울특별시 강남구 강남대로94길,070-8290-0661
642,오큐브주식회사,서울특별시 강서구 강서로56가길,02-6927-8067
643,오픈노트,전라남도 나주시 우정로,070-4922-5011
644,온오프믹스,서울특별시 서초구 강남대로79길,010-7236-8577
645,올리브유니온주식회사,서울특별시 서초구 서초대로52길,02-3454-0701
646,와이피랩스(주),서울특별시 강남구 역삼로17길,023371954
647,웹케시(주),서울특별시 영등포구 영신로,02-784-1690
648,위프코(주),경기도 용인시 수지구 신수로,031-719-6077
649,위플래닛,서울특별시 서초구 강남대로18길,070-7715-1040
650,윈포시스(주),경기도 용인시 수지구 신수로,031-609-9700
651,유니원아이앤씨(주),서울특별시 영등포구 은행로,02-780-0039
652,유니크굿컴퍼니,서울특별시 성동구 성수일로,07087061013
653,유디니주식회사,서울특별시 강남구 테헤란로78길,070-5151-5275
654,이노와이어리스,경기도 성남시 분당구 서현로,031-788-1700
655,이비즈네트웍스,서울특별시 강남구 테헤란로82길,026-255-3014
656,이쓰리,서울특별시 성동구 아차산로17길,02--552--1947
657,이아이씨엔, 서초대로,070-7549-0101
658,인더포레스트,서울특별시 강남구 테헤란로77길,070-7788-0300
659,인브레인,서울특별시 금천구 디지털로9길,0263304300
660,인지소프트, 테헤란로,02--571--9571
661,인포뱅크㈜,경기도 성남시 분당구 대왕판교로,031-628-1700
662,인포벨리코리아,경기도 안양시 동안구 시민대로248번길,031-689-4141
663,인포보스(주),서울특별시 강남구 선릉로,02-6341-1185
664,인프라소프트(주),서울특별시 마포구 성암로,02-6959-2775
665,인플랩(주),경상북도 김천시 혁신로,054-434-7278
666,임팩시스,강원도 춘천시 동면 춘천순환로,070-7004-6500
667,자몽컴퍼니,인천광역시 서구 정서진로,032-567-3636
668,전능아이티(주),서울특별시 서초구 효령로53길,0215887361
669,제이비티,서울특별시 강남구 논현로28길,07086561586
670,제이알정보기술(주),경기도 성남시 분당구 벌말로50번길,031-776-3011
671,제타럭스시스템,서울특별시 송파구 송이로,0220388898
672,조앤소프트,경기도 성남시 분당구 판교로255번길,031-628-8816
673,주식회사 5민랩,서울특별시 마포구 독막로,070-4200-8253
674,주식회사 그리다에너지,광주광역시 북구 첨단과기로176번길,062-973-0621
675,주식회사 레몬베이스,서울특별시 성동구 왕십리로,0269251033
676,주식회사 리라소프트,부산광역시 해운대구 센텀5로,051-741-7417
677,주식회사 마켓잇(Marketit Inc.),서울특별시 성동구 왕십리로,02-545-6017
678,주식회사 몬스터플래닛엠,서울특별시 강남구 삼성로,070-7781-0556
679,주식회사 버킷플레이스, 서초대로74길,070-7606-5544
680,주식회사 썬더소프트코리아 ,경기도 성남시 분당구 대왕판교로,070-8858-8105
681,주식회사 아레스,대전광역시 유성구 노은로,042-861-0743
682,주식회사 아이네블루메매니지먼트,서울특별시 마포구 동교로8안길,070-8895-2226
683,주식회사 아인톱시스템, 디지털로26길,070-8280-8281
684,주식회사 아키브소프트,경기도 고양시 일산동구 무궁화로,031-1522-6933
685,주식회사 아티프렌즈,경기도 성남시 분당구 정자일로,031-712-8130
686,주식회사 엔진스튜디오,경기도 성남시 분당구 판교로256번길,02-2091-8721
687,주식회사 온다,서울특별시 강남구 테헤란로,070-8672-6648
688,주식회사 직방,서울특별시 서초구 서초대로,025684909
689,주식회사 집꾸미기,서울특별시 성동구 연무장15길,02-6949-4891
690,주식회사 큐리어드,서울특별시 강남구 논현로71길,025350195
691,주식회사 테사,서울특별시 구로구 디지털로32길,07051735959
692,주식회사 파이어소프트,서울특별시 송파구 바람드리길,02-2138-1880
693,주식회사 포커스원, 미사대로,070-4247-8401
694,주식회사 푸른밤,서울특별시 강남구 학동로7길,02-556-4660
695,주식회사 하이브랩,경기도 성남시 분당구 대왕판교로,031-698-3001
696,주식회사그럼에도,서울특별시 강남구 테헤란로25길,02-423-8302
697,주식회사그로브소프트,서울특별시 서초구 강남대로83길,02-3482-2630
698,주식회사기원테크,서울특별시 구로구 디지털로31길,0260127406
699,주식회사나인코퍼레이션,서울특별시 강남구 선릉로93길,070-4243-4776
700,주식회사노리코리아,서울특별시 강남구 강남대로94길,02-597-6808
701,주식회사누아, 선릉로100길,02--542--1578
702,주식회사데일리샷, 남부순환로226길,02-6931-3636
703,주식회사디앤디랩, 강남대로,02--523--9626
704,주식회사디에스앤텍,서울특별시 강남구 역삼로9길,02-3485-5405
705,주식회사라인웍스,서울특별시 강남구 테헤란로14길,070-7702-3044
706,주식회사로그프레소,서울특별시 마포구 새창로,02-6730-7249
707,주식회사로플랫,서울특별시 강남구 테헤란로20길,02-508-1225
708,주식회사리턴제로,서울특별시 강남구 테헤란로82길,02-555-1271
709,주식회사마인딩,서울특별시 관악구 을지로,026-351-4200
710,주식회사매스아시아,서울특별시 서초구 주흥3길,02-6959-8500
711,주식회사메디블록,서울특별시 강남구 테헤란로,026-053-9119
712,주식회사모두의클래스, 잔다리로,070-7605-9636
713,주식회사모비데이즈,서울특별시 강남구 역삼로8길,026-929-1620
714,주식회사모아플래닛,서울특별시 금천구 가산디지털1로,02-855-6464
715,주식회사모프인터랙티브,서울특별시 마포구 월드컵북로4길,070-4184-3662
716,주식회사몰로코,서울특별시 강남구 강남대로,02-6205-1222
717,주식회사바이브컴퍼니,서울특별시 용산구 독서당로,02-565-0531
718,주식회사백패커,서울특별시 마포구 동교로19길,070-4104-3651
719,주식회사봉봉,서울특별시 서초구 효령로77길,02-555-8982
720,주식회사뷰쓰리,서울특별시 서초구 신반포로47길,02-6084-6110
721,주식회사브랜디,서울특별시 강남구 테헤란로32길,02-6205-0303
722,주식회사비트리,서울특별시 용산구 유엔빌리지길,07082361839
723,주식회사선도소프트,서울특별시 금천구 가산디지털1로,02--856--1900
724,주식회사세포아소프트,서울특별시 서초구 서초대로,070-7878-9840
725,주식회사셀메이트, 만리재로,070-8680-6923
726,주식회사셰어킴,서울특별시 서초구 논현로79길,02-1644-3638
727,주식회사소프트원,서울특별시 강서구 양천로,02-2093-2050
728,주식회사스냅컴퍼니,서울특별시 강남구 테헤란로25길,02-6959-3199
729,주식회사스마일벤처스, 학동로7길,02-558-9955
730,주식회사스마트동스쿨,서울특별시 마포구 매봉산로,070-4707-2727
731,주식회사스캐터랩,서울특별시 성동구 왕십리로,070-4099-5466
732,주식회사스타일닷컴,서울특별시 송파구 법원로,070-4403-3709
733,주식회사스타일쉐어,서울특별시 강남구 선릉로93길,070-4128-0901
734,주식회사씨메스,대전광역시 유성구 테크노9로,050-5355-6000
735,주식회사씽크트리,서울특별시 마포구 매봉산로,023092900
736,주식회사아신아이,서울특별시 강남구 자곡로,02-2038-0126
737,주식회사아이아라,서울특별시 강남구 봉은사로47길,022-052-7880
738,주식회사아트만파트너스,서울특별시 강남구 논현로71길,025739076
739,주식회사아티큐,서울특별시 서초구 반포대로28길,02-927-0925
740,주식회사앤서웍스,서울특별시 강남구 선릉로141길,025410709
741,주식회사어니스트펀드,서울특별시 영등포구 여의대로,070-4820-1480
742,주식회사에스브이,서울특별시 강남구 논현로,02-6927-6080
743,주식회사에어스메디컬,서울특별시 관악구 남부순환로,070-7777-3186
744,주식회사에이에프아이,서울특별시 성동구 아차산로,07076551325
745,주식회사엑스바엑스,서울특별시 송파구 중대로,026-404-1020
746,주식회사엔젤스윙, 관악로,010-2297-9653
747,주식회사엔키,경기도 성남시 수정구 창업로,031-722-1337
748,주식회사엠에이치엔씨티,서울특별시 성동구 고산자로,070-7553-2372
749,주식회사오픈갤러리,서울특별시 성동구 왕십리로,02-6949-3530
750,주식회사오픈서베이,서울특별시 서초구 서초대로78길,02-590-2110
751,주식회사오픈소스컨설팅,서울특별시 강남구 테헤란로83길,02-516-0711
752,주식회사올로케이션,서울특별시 구로구 디지털로,070-8220-4050
753,주식회사와이키키소프트,서울특별시 강남구 테헤란로87길,025764746
754,주식회사와탭랩스,서울특별시 강남구 선릉로,02-565-1803
755,주식회사우리강산시스템,서울특별시 금천구 가산디지털1로,02-867-3181
756,주식회사웰비아닷컴,서울특별시 금천구 가산디지털1로,02-868-8118
757,주식회사위주,서울특별시 금천구 가산디지털1로,0220396240
758,주식회사위키시큐리티,서울특별시 금천구 디지털로,023224688
759,주식회사윌두,서울특별시 금천구 가산디지털2로,028670119
760,주식회사유비디시전, 청파로47길,025586996
761,주식회사이엠비,서울특별시 금천구 가산디지털1로,07075197442
762,주식회사이포넷,서울특별시 강남구 테헤란로87길,023-465-8500
763,주식회사제이디아이앤에스,서울특별시 송파구 법원로11길,024013395
764,주식회사지니웍스,서울특별시 강남구 언주로,070-4283-4141
765,주식회사지오스토리,서울특별시 강서구 화곡로68길,026-961-5877
766,주식회사집토스, 왕십리로,070-8028-7303
767,주식회사채널코퍼레이션,서울특별시 강남구 삼성로,02-1644-4052
768,주식회사체커,서울특별시 강서구 마곡중앙6로,02-338-1876
769,주식회사컬처메이커스 ,서울특별시 중구 퇴계로36길,02-2247-7900
770,주식회사케어랩스,서울특별시 강남구 역삼로3길,02-538-1171
771,주식회사케이브레인컴퍼니,서울특별시 마포구 성암로,02-744-0530
772,주식회사코드박스,서울특별시 강남구 테헤란로,-----
773,주식회사코드브릭,서울특별시 강남구 역삼로,-----
774,주식회사콘샐러드,서울특별시 송파구 송파대로,010-6246-9108
775,주식회사클래스팅,서울특별시 강남구 테헤란로,070-4060-6535
776,주식회사테크랩스,서울특별시 강남구 언주로,070-4230-6355
777,주식회사투비네트웍스글로벌,경기도 용인시 기흥구 흥덕1로,070-5014-1936
778,주식회사티엔코아,서울특별시 강서구 마곡중앙2로,070-5030-1511
779,주식회사티오리한국,서울특별시 강남구 선릉로93길,010-8984-1839
780,주식회사팬덤,서울특별시 강남구 테헤란로4길,025577764
781,주식회사펜브코퍼레이션,경기도 성남시 분당구 분당내곡로,070-8119-5567
782,주식회사포더비전,경기도 성남시 수정구 창업로,031-8017-0360
783,주식회사프라임제이이앤씨,대전광역시 유성구 테크노2로,042-823-5345
784,주식회사프렌트립,서울특별시 성동구 왕십리로,070-7169-1466
785,주식회사프리버,서울특별시 마포구 양화로7길,02-3292-1992
786,주식회사플랫팜,서울특별시 마포구 양화로,070-7560-7002
787,주식회사피아이코드,경기도 안양시 동안구 학의로,031-689-3067
788,주식회사하몬소프트,서울특별시 금천구 디지털로9길,070-8679-8700
789,주식회사하비인더박스,서울특별시 중구 통일로,026-261-2109
790,주식회사하이메디, 서초대로78길,070-8146-8980
791,주식회사해시드,서울특별시 강남구 테헤란로4길,07088660193
792,주식회사헬프미,서울특별시 강남구 테헤란로77길,02-501-0192
793,주식회사호두랩스, 언주로,02-6013-3031
794,주식회사화이트블록,서울특별시 마포구 성암로,02--832--3020
795,주식회사휴앤시스,경기도 안양시 동안구 학의로,025019265
796,주식회사힐링페이퍼,서울특별시 강남구 테헤란로,023-443-8854
797,주흘이엔지(주),경상북도 문경시 시청2길,054-554-7717
798,지뉴소프트,서울특별시 서초구 동산로,0234630802
799,지티시스템 주식회사,서울특별시 서초구 논현로17길,07078354477
800,진주소프트, 송도문화로,023-662-1020
801,진진시스템(주),서울특별시 성동구 연무장5길,024475967
802,천우항측주식회사,인천광역시 서구 염곡로464번길,032-433-3050
803,케이에스아이,경기도 안양시 동안구 전파로,070-4804-2103
804,케이웨더(주),서울특별시 구로구 디지털로26길,02-360-2200
805,케이투웹테크(주),서울특별시 금천구 가마산로,070-4341-3064
806,코드잇,서울특별시 중구 삼일대로,026-242-0521
